id,miss/V,chi_nsubj|chi_obl:agent,chi_obj|chi_nsubj:pass
miss/fic_1911_3831_cleaned_part525.txt/53,['miss/V'],[],['much/J']
miss/nf_1920_751990_cleaned_part408.txt/132,['miss/V'],[],['bird/N']
miss/fic_1912_3500_cleaned_part1388.txt/47,['miss/V'],[],['trip/N']
miss/nf_1917_749170_cleaned_part414.txt/16,['miss/V'],['several/J'],[]
miss/fic_1929_14119_cleaned_part133.txt/9,['miss/V'],[],['much/J']
miss/mag_1928_164526_cleaned_part1.txt/10,['miss/V'],['game/N'],['monotony/N']
miss/mag_1922_430880_cleaned_part109.txt/3,['miss/V'],[],['beast/N']
miss/fic_1921_3835_cleaned_part924.txt/72,['miss/V'],[],['daughter/N']
miss/nf_1914_752870_cleaned_part742.txt/137,['miss/V'],['visitor/N'],['potato/N']
miss/fic_1916_3504_cleaned_part606.txt/68,['miss/V'],[],['evening/N']
miss/fic_1915_3013_cleaned_part759.txt/56,['miss/V'],[],['case/N']
miss/fic_1921_13139_cleaned_part329.txt/4,['miss/V'],[],['much/J']
miss/nf_1911_773872_cleaned_part96.txt/57,['miss/V'],[],['prize/N']
miss/mag_1916_493055_cleaned_part1.txt/61,['miss/V'],['government/N'],['point/N']
miss/mag_1926_447789_cleaned_part93.txt/37,['miss/V'],[],['something/N']
miss/fic_1915_2358_cleaned_part1061.txt/36,['miss/V'],[],['vulture/N']
miss/fic_1916_3504_cleaned_part450.txt/131,['miss/V'],[],['many/J']
miss/fic_1920_2502_cleaned_part198.txt/40,['miss/V'],['shot/N'],['fire/N']
miss/fic_1912_14244_cleaned_part584.txt/21,['miss/V'],[],['guess/N']
miss/fic_1922_4863_cleaned_part566.txt/34,['miss/V'],[],['house/N']
miss/fic_1922_527_cleaned_part857.txt/3,['miss/V'],[],['laughter/N']
miss/news_1915_682095_cleaned_part11.txt/12,['miss/V'],['motor/N'],[]
miss/fic_1923_5333_cleaned_part387.txt/26,['miss/V'],[],['meal/N']
miss/fic_1913_698_cleaned_part402.txt/41,['miss/V'],[],['thee/P']
miss/fic_1922_1796_cleaned_part156.txt/101,['miss/V'],[],['name/N']
miss/fic_1917_2681_cleaned_part1352.txt/53,['miss/V'],[],['courtland/N']
miss/fic_1917_13495_cleaned_part369.txt/23,['miss/V'],[],['nancy/N']
miss/nf_1911_748876_cleaned_part291.txt/38,['miss/V'],['bullet/N'],[]
miss/fic_1921_3342_cleaned_part1551.txt/29,['miss/V'],[],['allusion/N']
miss/fic_1911_1151_cleaned_part29.txt/53,['miss/V'],[],['volume/N']
miss/fic_1924_13943_cleaned_part334.txt/17,['miss/V'],[],['chance/N']
miss/fic_1922_5389_cleaned_part779.txt/10,['miss/V'],[],"['ed/N', 'bailey/N']"
miss/fic_1912_1079_cleaned_part1048.txt/104,['miss/V'],[],['aim/N']
miss/mag_1923_457457_cleaned_part29.txt/81,['miss/V'],[],['sunset/N']
miss/fic_1913_4676_cleaned_part797.txt/29,['miss/V'],[],['boat/N']
miss/fic_1921_3835_cleaned_part907.txt/70,['miss/V'],[],['fair/N']
miss/news_1921_686706_cleaned_part34.txt/22,['miss/V'],['carpentier/N'],[]
miss/mag_1923_457167_cleaned_part47.txt/52,['miss/V'],[],['whatever/W']
miss/fic_1920_4797_cleaned_part132.txt/25,['miss/V'],[],['general/N']
miss/mag_1916_430731_cleaned_part27.txt/15,['miss/V'],[],['point/N']
miss/fic_1922_4451_cleaned_part1050.txt/36,['miss/V'],['mother/N'],[]
miss/fic_1923_14067_cleaned_part8.txt/18,['miss/V'],['again/N'],['chance/N']
miss/nf_1918_764241_cleaned_part167.txt/64,['miss/V'],['wealth/N'],[]
miss/fic_1922_368_cleaned_part612.txt/38,['miss/V'],['doctor/N'],['rock/N']
miss/nf_1921_749568_cleaned_part64.txt/55,['miss/V'],['workman/N'],['day/N']
miss/mag_1917_487198_cleaned_part19.txt/124,['miss/V'],['reader/N'],['participation/N']
miss/mag_1925_430926_cleaned_part42.txt/8,['miss/V'],[],['deck/N']
miss/fic_1920_2636_cleaned_part326.txt/5,['miss/V'],['one/P'],['deed/N']
miss/news_1916_682157_cleaned_part6.txt/114,['miss/V'],['launch/N'],[]
miss/fic_1912_2727_cleaned_part254.txt/78,['miss/V'],[],['anybody/N']
miss/fic_1911_2633_cleaned_part370.txt/30,['miss/V'],[],['meeting/N']
miss/fic_1914_13908_cleaned_part109.txt/31,['miss/V'],[],['comfort/N']
miss/fic_1922_3657_cleaned_part261.txt/8,['miss/V'],[],['cabin/N']
miss/fic_1913_481_cleaned_part170.txt/78,['miss/V'],[],['pleasure/N']
miss/mag_1923_486275_cleaned_part29.txt/35,['miss/V'],[],['point/N']
miss/fic_1922_5389_cleaned_part1276.txt/49,['miss/V'],[],['mountain/N']
miss/fic_1925_16214_cleaned_part914.txt/7,['miss/V'],[],['shot/N']
miss/nf_1917_769392_cleaned_part272.txt/116,['miss/V'],['book/N'],[]
miss/fic_1919_1218_cleaned_part36.txt/39,['miss/V'],[],['opportunity/N']
miss/fic_1917_1262_cleaned_part544.txt/36,['miss/V'],['child/N'],[]
miss/fic_1911_3479_cleaned_part233.txt/11,['miss/V'],[],['seein/N']
miss/mag_1924_220327_cleaned_part4.txt/67,['miss/V'],['sleeve/N'],[]
miss/news_1910_678933_cleaned_part15.txt/53,['miss/V'],['woman/N'],['deal/N']
miss/fic_1920_215_cleaned_part379.txt/54,['miss/V'],[],['exhibition/N']
miss/nf_1911_767101_cleaned_part9.txt/58,['miss/V'],[],['beauty/N']
miss/fic_1920_284_cleaned_part1134.txt/27,['miss/V'],[],['connection/N']
miss/fic_1921_483_cleaned_part821.txt/36,['miss/V'],[],['boise/N']
miss/news_1920_685720_cleaned_part1.txt/79,['miss/V'],[],['hold/N']
miss/fic_1918_3785_cleaned_part694.txt/68,['miss/V'],[],"['whom/W', 'much/J']"
miss/fic_1921_3815_cleaned_part1777.txt/45,['miss/V'],['texan/N'],['shot/N']
miss/fic_1910_5623_cleaned_part922.txt/72,['miss/V'],['companion/N'],[]
miss/fic_1922_1833_cleaned_part18.txt/25,['miss/V'],[],['one/N']
miss/fic_1921_3298_cleaned_part444.txt/63,['miss/V'],['hat/N'],[]
miss/news_1921_686706_cleaned_part5.txt/39,['miss/V'],['carpentier/N'],['right/N']
miss/fic_1917_1915_cleaned_part371.txt/27,['miss/V'],[],['visit/N']
miss/fic_1929_14181_cleaned_part473.txt/3,['miss/V'],[],['life/N']
miss/fic_1921_3531_cleaned_part27.txt/10,['miss/V'],['one/N'],[]
miss/fic_1922_5521_cleaned_part490.txt/65,['miss/V'],[],['most/J']
miss/fic_1920_3611_cleaned_part209.txt/19,['miss/V'],[],['any/D']
miss/mag_1926_493364_cleaned_part18.txt/60,['miss/V'],[],['much/J']
miss/mag_1925_299649_cleaned_part1.txt/82,['miss/V'],[],['circus/N']
miss/fic_1921_3246_cleaned_part226.txt/11,['miss/V'],[],['boat/N']
miss/nf_1921_773788_cleaned_part244.txt/15,['miss/V'],[],['meaning/N']
miss/fic_1911_2633_cleaned_part209.txt/57,['miss/V'],['anything/N'],[]
miss/news_1911_679762_cleaned_part2.txt/91,['miss/V'],[],['jeweler/N']
miss/fic_1916_13334_cleaned_part336.txt/15,['miss/V'],[],['em/P']
miss/fic_1920_3090_cleaned_part679.txt/52,['miss/V'],[],['inch/N']
miss/mag_1917_430749_cleaned_part71.txt/47,['miss/V'],[],['lesson/N']
miss/fic_1913_4840_cleaned_part443.txt/44,['miss/V'],[],['dinner/N']
miss/news_1923_688695_cleaned_part11.txt/18,['miss/V'],[],['footing/N']
miss/fic_1921_3246_cleaned_part632.txt/47,['miss/V'],[],['guess/N']
miss/mag_1929_490233_cleaned_part45.txt/45,['miss/V'],['1/C'],['alice/N']
miss/nf_1920_751990_cleaned_part272.txt/61,['miss/V'],[],['drop/N']
miss/fic_1919_3067_cleaned_part67.txt/60,['miss/V'],[],['bit/N']
miss/fic_1914_3501_cleaned_part270.txt/120,['miss/V'],['bessie/N'],[]
miss/fic_1921_305_cleaned_part512.txt/28,['miss/V'],[],['chance/N']
miss/fic_1920_2811_cleaned_part561.txt/48,['miss/V'],['little/J'],['irony/N']
miss/mag_1911_487064_cleaned_part116.txt/6,['miss/V'],[],['point/N']
miss/news_1920_685065_cleaned_part12.txt/7,['miss/V'],['circle/N'],[]
miss/fic_1926_14117_cleaned_part351.txt/17,['miss/V'],['mago/N'],['much/J']
miss/fic_1913_481_cleaned_part27.txt/42,['miss/V'],['father/N'],['molasses/N']
miss/fic_1914_2615_cleaned_part210.txt/4,['miss/V'],['veteran/N'],['fire/N']
miss/fic_1925_16214_cleaned_part1217.txt/81,['miss/V'],['one/N'],[]
miss/fic_1922_2297_cleaned_part473.txt/46,['miss/V'],[],['mother/N']
miss/fic_1922_3657_cleaned_part523.txt/52,['miss/V'],[],['island/N']
miss/mag_1914_435932_cleaned_part66.txt/107,['miss/V'],['editor/N'],['merit/N']
miss/fic_1919_3089_cleaned_part569.txt/26,['miss/V'],[],['chance/N']
miss/nf_1913_773580_cleaned_part83.txt/41,['miss/V'],[],['glamour/N']
miss/fic_1921_305_cleaned_part1300.txt/52,['miss/V'],[],['stinger/N']
miss/fic_1912_3459_cleaned_part206.txt/60,['miss/V'],[],['christmas/N']
miss/mag_1923_253615_cleaned_part1.txt/13,['miss/V'],['person/N'],[]
miss/fic_1921_4627_cleaned_part817.txt/15,['miss/V'],[],['lot/N']
miss/nf_1912_753061_cleaned_part391.txt/80,['miss/V'],[],['flavour/N']
miss/fic_1922_1726_cleaned_part985.txt/5,['miss/V'],"['mighty/N', 'mcleod/N']",['putt/N']
miss/fic_1913_698_cleaned_part3101.txt/63,['miss/V'],[],['point/N']
miss/fic_1913_13925_cleaned_part465.txt/13,['miss/V'],[],['la/N']
miss/fic_1918_1051_cleaned_part573.txt/50,['miss/V'],[],['change/N']
miss/fic_1924_2687_cleaned_part1461.txt/21,['miss/V'],['fellow/N'],['egg/N']
miss/mag_1915_466298_cleaned_part5.txt/42,['miss/V'],[],['chapter/N']
miss/fic_1923_5333_cleaned_part721.txt/73,['miss/V'],[],['milly/N']
miss/fic_1928_14193_cleaned_part19.txt/17,['miss/V'],[],['annie/N']
miss/fic_1913_4403_cleaned_part328.txt/75,['miss/V'],[],['booty/N']
miss/fic_1921_4627_cleaned_part843.txt/25,['miss/V'],[],['thing/N']
miss/fic_1912_1815_cleaned_part175.txt/11,['miss/V'],['fellow/N'],['collins/N']
miss/fic_1912_3500_cleaned_part939.txt/25,['miss/V'],[],['ashley/N']
miss/fic_1922_368_cleaned_part1271.txt/68,['miss/V'],[],['many/J']
miss/fic_1911_1816_cleaned_part715.txt/124,['miss/V'],['rifle/N'],[]
miss/fic_1915_2787_cleaned_part933.txt/15,['miss/V'],[],['world/N']
miss/fic_1911_2633_cleaned_part971.txt/43,['miss/V'],['detective/N'],[]
miss/fic_1922_5389_cleaned_part1734.txt/15,['miss/V'],[],['molly/N']
miss/fic_1920_3375_cleaned_part654.txt/3,['miss/V'],['harry/N'],[]
miss/news_1928_695345_cleaned_part4.txt/28,['miss/V'],['sheriff/N'],[]
miss/fic_1921_3835_cleaned_part257.txt/67,['miss/V'],[],['opportunity/N']
miss/fic_1921_2488_cleaned_part3033.txt/37,['miss/V'],[],['fire/N']
miss/fic_1922_5357_cleaned_part27.txt/38,['miss/V'],[],['pot/N']
miss/nf_1921_749568_cleaned_part64.txt/86,['miss/V'],['workman/N'],[]
miss/mag_1919_466954_cleaned_part53.txt/142,['miss/V'],[],['enormity/N']
miss/fic_1923_5333_cleaned_part342.txt/61,['miss/V'],[],['judith/N']
miss/news_1928_695460_cleaned_part3.txt/54,['miss/V'],['daughter/N'],[]
miss/news_1926_693014_cleaned_part32.txt/18,['miss/V'],['walnut/N'],[]
miss/fic_1917_14066_cleaned_part819.txt/20,['miss/V'],[],['think/N']
miss/mag_1918_466917_cleaned_part48.txt/38,['miss/V'],['northerner/N'],['delight/N']
miss/fic_1922_5107_cleaned_part992.txt/54,['miss/V'],[],['guess/N']
miss/fic_1913_698_cleaned_part1579.txt/128,['miss/V'],[],['lady/N']
miss/news_1912_679841_cleaned_part2.txt/75,['miss/V'],[],['date/N']
miss/mag_1925_447883_cleaned_part92.txt/37,['miss/V'],['eye/N'],['shape/N']
miss/fic_1922_1547_cleaned_part195.txt/84,['miss/V'],['friend/N'],"['today/N', 'train/N']"
miss/fic_1919_3067_cleaned_part72.txt/66,['miss/V'],[],['thee/P']
miss/mag_1928_300245_cleaned_part1.txt/85,['miss/V'],[],['word/N']
miss/mag_1923_493302_cleaned_part4.txt/34,['miss/V'],[],['little/J']
miss/fic_1913_4676_cleaned_part55.txt/38,['miss/V'],[],['boat/N']
miss/fic_1927_14374_cleaned_part499.txt/25,['miss/V'],[],['dog/N']
miss/mag_1927_430969_cleaned_part23.txt/74,['miss/V'],[],['tempo/N']
miss/fic_1921_483_cleaned_part1.txt/98,['miss/V'],['bud/N'],['dance/N']
miss/fic_1919_1548_cleaned_part433.txt/20,['miss/V'],['mr.-/N'],[]
miss/fic_1922_4451_cleaned_part1203.txt/79,['miss/V'],[],['roast/N']
miss/mag_1924_430912_cleaned_part14.txt/3,['miss/V'],[],['more/J']
miss/fic_1922_1726_cleaned_part2173.txt/50,['miss/V'],[],['name/N']
miss/fic_1917_2199_cleaned_part368.txt/137,['miss/V'],[],['trip/N']
miss/fic_1921_3039_cleaned_part207.txt/8,['miss/V'],[],['way/N']
miss/fic_1913_1776_cleaned_part362.txt/56,['miss/V'],['anybody/N'],[]
miss/nf_1918_755585_cleaned_part53.txt/66,['miss/V'],[],['splendour/N']
miss/fic_1921_1475_cleaned_part448.txt/30,['miss/V'],[],['opportunity/N']
miss/fic_1921_5699_cleaned_part324.txt/54,['miss/V'],[],['fire/N']
miss/fic_1921_2669_cleaned_part1328.txt/8,['miss/V'],[],['song/N']
miss/fic_1918_1051_cleaned_part574.txt/48,['miss/V'],[],['chance/N']
miss/fic_1919_3067_cleaned_part477.txt/37,['miss/V'],[],"['sermon/N', 'lilac/N', 'sunday/N']"
miss/fic_1911_1151_cleaned_part436.txt/20,['miss/V'],[],['locket/N']
miss/fic_1922_3138_cleaned_part1185.txt/8,['miss/V'],['dog/N'],['chance/N']
miss/mag_1925_300407_cleaned_part2.txt/34,['miss/V'],[],['copy/N']
miss/fic_1921_4143_cleaned_part19.txt/44,['miss/V'],[],['sight/N']
miss/fic_1920_216_cleaned_part1750.txt/33,['miss/V'],[],['pass/N']
miss/fic_1922_527_cleaned_part828.txt/80,['miss/V'],['king/N'],['prince/N']
miss/fic_1916_3028_cleaned_part1713.txt/19,['miss/V'],[],['nurse/N']
miss/fic_1922_4933_cleaned_part1262.txt/49,['miss/V'],[],['spectacle/N']
miss/fic_1917_776_cleaned_part1982.txt/54,['miss/V'],['maxie/N'],[]
miss/fic_1917_1262_cleaned_part26.txt/33,['miss/V'],['look/N'],['hers/P']
miss/fic_1920_550_cleaned_part1930.txt/14,['miss/V'],[],['train/N']
miss/fic_1911_5835_cleaned_part728.txt/36,['miss/V'],[],['fullness/N']
miss/news_1928_694750_cleaned_part11.txt/3,['miss/V'],[],['miss/N']
miss/fic_1923_5333_cleaned_part350.txt/4,['miss/V'],['bucknor/N'],[]
miss/fic_1919_1590_cleaned_part271.txt/72,['miss/V'],[],['mark/N']
miss/fic_1911_1151_cleaned_part478.txt/26,['miss/V'],[],['train/N']
miss/fic_1913_7_cleaned_part95.txt/44,['miss/V'],[],['country/N']
miss/fic_1914_13908_cleaned_part196.txt/45,['miss/V'],[],['train/N']
miss/fic_1917_13336_cleaned_part109.txt/24,['miss/V'],[],['train/N']
miss/fic_1921_3420_cleaned_part621.txt/17,['miss/V'],[],['canvas/N']
miss/fic_1922_2297_cleaned_part864.txt/64,['miss/V'],[],['any/D']
miss/mag_1927_468174_cleaned_part19.txt/29,['miss/V'],[],['show/N']
miss/fic_1921_305_cleaned_part674.txt/49,['miss/V'],['linda/N'],['marian/N']
miss/nf_1920_751990_cleaned_part1017.txt/73,['miss/V'],['nurse/N'],['charge/N']
miss/nf_1920_752481_cleaned_part511.txt/26,['miss/V'],[],['opportunity/N']
miss/fic_1920_1219_cleaned_part169.txt/24,['miss/V'],[],['guess/N']
miss/fic_1922_4196_cleaned_part1315.txt/12,['miss/V'],[],['quintana/N']
miss/fic_1917_2619_cleaned_part849.txt/26,['miss/V'],[],['trail/N']
miss/nf_1923_774186_cleaned_part460.txt/84,['miss/V'],[],['other/J']
miss/fic_1920_2502_cleaned_part96.txt/44,['miss/V'],[],['tam/N']
miss/fic_1919_3089_cleaned_part847.txt/53,['miss/V'],[],['marcia/N']
miss/fic_1919_3067_cleaned_part408.txt/81,['miss/V'],[],['mother/N']
miss/fic_1917_2619_cleaned_part354.txt/72,['miss/V'],[],['truck/N']
miss/fic_1924_2687_cleaned_part952.txt/35,['miss/V'],['hugh/N'],['carl/N']
miss/fic_1917_2199_cleaned_part494.txt/95,['miss/V'],[],['eve/N']
miss/nf_1914_771682_cleaned_part376.txt/45,['miss/V'],[],['letter/N']
miss/nf_1911_767101_cleaned_part602.txt/59,['miss/V'],[],['knowledge/N']
miss/fic_1922_1547_cleaned_part193.txt/59,['miss/V'],[],['item/N']
miss/fic_1920_1302_cleaned_part1118.txt/32,['miss/V'],[],['companionship/N']
miss/fic_1920_1396_cleaned_part1593.txt/24,['miss/V'],[],['grain/N']
miss/fic_1917_776_cleaned_part1871.txt/122,['miss/V'],[],['dora/N']
miss/fic_1916_3612_cleaned_part1093.txt/66,['miss/V'],['teacher/N'],[]
miss/fic_1913_3137_cleaned_part219.txt/41,['miss/V'],[],['guess/N']
miss/mag_1915_435424_cleaned_part12.txt/51,['miss/V'],[],['count/N']
miss/mag_1911_436831_cleaned_part53.txt/175,['miss/V'],['one/P'],['charm/N']
miss/fic_1917_387_cleaned_part1409.txt/23,['miss/V'],['eye/N'],['detail/N']
miss/fic_1924_2687_cleaned_part194.txt/5,['miss/V'],[],['tenderness/N']
miss/fic_1912_5626_cleaned_part1036.txt/89,['miss/V'],['fleet/N'],[]
miss/fic_1915_5360_cleaned_part835.txt/96,['miss/V'],[],['guess/N']
miss/nf_1918_773940_cleaned_part58.txt/81,['miss/V'],['rome/N'],[]
miss/fic_1919_3192_cleaned_part222.txt/13,['miss/V'],[],['delicacy/N']
miss/fic_1920_5739_cleaned_part806.txt/59,['miss/V'],[],['mary/N']
miss/fic_1920_3526_cleaned_part1045.txt/31,['miss/V'],[],['dinner/N']
miss/fic_1916_264_cleaned_part7.txt/15,['miss/V'],[],['much/J']
miss/mag_1926_447736_cleaned_part64.txt/9,['miss/V'],['american/N'],['fact/N']
miss/mag_1921_430865_cleaned_part361.txt/29,['miss/V'],[],['us/P']
miss/mag_1928_300285_cleaned_part9.txt/10,['miss/V'],[],['few/J']
miss/fic_1921_305_cleaned_part554.txt/17,['miss/V'],[],['thing/N']
miss/fic_1916_465_cleaned_part866.txt/6,['miss/V'],[],['second/N']
miss/fic_1911_5835_cleaned_part1215.txt/14,['miss/V'],['tante/N'],[]
miss/fic_1918_3672_cleaned_part548.txt/29,['miss/V'],[],['soul/N']
miss/fic_1911_5835_cleaned_part34.txt/40,['miss/V'],[],['any/D']
miss/fic_1921_946_cleaned_part323.txt/71,['miss/V'],[],['footing/N']
miss/mag_1923_219998_cleaned_part6.txt/16,['miss/V'],['zero/N'],[]
miss/mag_1911_487083_cleaned_part16.txt/133,['miss/V'],[],['honor/N']
miss/fic_1911_13949_cleaned_part173.txt/4,['miss/V'],[],['child/N']
miss/fic_1911_5835_cleaned_part31.txt/95,['miss/V'],[],['note/N']
miss/fic_1922_1833_cleaned_part818.txt/81,['miss/V'],[],['window/N']
miss/mag_1922_430882_cleaned_part32.txt/8,['miss/V'],['door/N'],[]
miss/fic_1920_5739_cleaned_part1281.txt/15,['miss/V'],[],['engagement/N']
miss/fic_1919_1368_cleaned_part76.txt/5,['miss/V'],[],['solution/N']
miss/news_1929_696584_cleaned_part14.txt/86,['miss/V'],[],['train/N']
miss/fic_1921_3342_cleaned_part1476.txt/18,['miss/V'],[],['visit/N']
miss/fic_1919_14255_cleaned_part1177.txt/18,['miss/V'],[],['guess/N']
miss/fic_1910_3293_cleaned_part434.txt/46,['miss/V'],[],['letter/N']
miss/mag_1924_456880_cleaned_part9.txt/16,['miss/V'],[],['detail/N']
miss/fic_1922_5627_cleaned_part1087.txt/64,['miss/V'],['spirit/N'],['nada/N']
miss/fic_1922_2522_cleaned_part1528.txt/57,['miss/V'],[],['enchantment/N']
miss/fic_1921_1839_cleaned_part123.txt/18,['miss/V'],[],['point/N']
miss/fic_1921_3342_cleaned_part830.txt/19,['miss/V'],[],['us/P']
miss/fic_1912_1079_cleaned_part904.txt/65,['miss/V'],[],['issue/N']
miss/nf_1913_751585_cleaned_part20.txt/64,['miss/V'],[],['mark/N']
miss/fic_1922_4863_cleaned_part566.txt/46,['miss/V'],[],['feel/N']
miss/mag_1912_436536_cleaned_part140.txt/40,['miss/V'],[],['mark/N']
